Neighborhood,Room_Type,Accommodates,Bedrooms,Number_of_Reviews,Wifi,Cable_TV,Washer,Kitchen,Price(US_Dollars)
Pankow,Entire Home/Apt,3,1,6,Yes,No,Yes,Yes,59
Mitte,Private Room,1,1,41,Yes,No,Yes,Yes,24
Pankow,Entire Home/Apt,6,1,4,Yes,No,Yes,Yes,110
Friedrichshain-Kreuzberg,Private Room,2,1,12,Yes,Yes,Yes,Yes,20
Mitte,Entire Home/Apt,2,1,52,Yes,No,Yes,Yes,96
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,11,Yes,No,Yes,Yes,40
Pankow,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,89
Treptow - Köpenick,Private Room,1,1,3,Yes,No,Yes,Yes,22
Neukölln,Private Room,1,1,0,Yes,Yes,Yes,Yes,15
Charlottenburg-Wilm.,Entire Home/Apt,5,2,16,Yes,No,Yes,Yes,199
Neukölln,Private Room,2,1,8,Yes,No,Yes,Yes,45
Friedrichshain-Kreuzberg,Private Room,2,1,2,Yes,Yes,Yes,Yes,40
Pankow,Entire Home/Apt,5,3,0,Yes,Yes,Yes,Yes,58
Friedrichshain-Kreuzberg,Private Room,2,1,4,Yes,Yes,Yes,Yes,65
Charlottenburg-Wilm.,Private Room,3,0,2,Yes,No,Yes,Yes,25
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,49
Neukölln,Private Room,2,1,4,Yes,Yes,Yes,Yes,37
Pankow,Private Room,2,1,8,Yes,No,Yes,Yes,30
Pankow,Private Room,1,1,13,Yes,Yes,Yes,Yes,39
Tempelhof - Schöneberg,Private Room,1,1,0,Yes,Yes,Yes,Yes,23
Friedrichshain-Kreuzberg,Private Room,2,1,17,Yes,Yes,No,Yes,45
Neukölln,Entire Home/Apt,4,1,4,Yes,Yes,No,Yes,49
Tempelhof - Schöneberg,Private Room,2,1,43,Yes,No,No,Yes,65
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,50
Pankow,Private Room,2,2,4,Yes,Yes,Yes,Yes,60
Friedrichshain-Kreuzberg,Entire Home/Apt,2,0,17,Yes,No,Yes,Yes,85
Pankow,Private Room,1,1,3,Yes,Yes,Yes,Yes,36
Friedrichshain-Kreuzberg,Private Room,1,4,3,Yes,Yes,No,Yes,59
Tempelhof - Schöneberg,Private Room,3,1,6,Yes,No,Yes,Yes,50
Pankow,Entire Home/Apt,3,0,2,Yes,Yes,Yes,Yes,75
Charlottenburg-Wilm.,Entire Home/Apt,1,1,8,Yes,No,Yes,Yes,46
Pankow,Private Room,5,1,0,Yes,No,Yes,Yes,100
Mitte,Entire Home/Apt,9,5,12,Yes,No,Yes,Yes,170
Neukölln,Private Room,2,1,5,Yes,Yes,No,Yes,35
Friedrichshain-Kreuzberg,Private Room,4,1,1,Yes,No,Yes,Yes,40
Friedrichshain-Kreuzberg,Private Room,2,1,24,Yes,Yes,Yes,Yes,39
Mitte,Private Room,2,1,93,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,No,Yes,25
Friedrichshain-Kreuzberg,Private Room,2,1,2,Yes,No,Yes,Yes,70
Pankow,Private Room,2,1,3,Yes,Yes,Yes,Yes,35
Neukölln,Private Room,2,1,14,Yes,No,Yes,Yes,39
Neukölln,Private Room,1,1,2,Yes,Yes,Yes,Yes,16
Neukölln,Private Room,2,1,3,Yes,No,Yes,Yes,45
Mitte,Entire Home/Apt,4,1,91,Yes,No,Yes,Yes,95
Friedrichshain-Kreuzberg,Entire Home/Apt,2,0,5,Yes,Yes,Yes,Yes,50
Neukölln,Private Room,2,1,7,Yes,No,Yes,Yes,23
Tempelhof - Schöneberg,Private Room,2,1,9,Yes,No,No,No,35
Friedrichshain-Kreuzberg,Private Room,4,2,4,Yes,Yes,Yes,Yes,40
Mitte,Private Room,2,1,1,Yes,Yes,Yes,Yes,30
Neukölln,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,53
Friedrichshain-Kreuzberg,Private Room,2,1,10,Yes,Yes,Yes,Yes,26
Friedrichshain-Kreuzberg,Private Room,2,1,11,Yes,No,Yes,Yes,25
Mitte,Private Room,3,1,1,Yes,Yes,Yes,Yes,25
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,16,Yes,Yes,Yes,Yes,43
Lichtenberg,Private Room,2,1,23,Yes,No,Yes,No,22
Friedrichshain-Kreuzberg,Entire Home/Apt,1,1,39,Yes,Yes,Yes,Yes,54
Pankow,Entire Home/Apt,5,3,1,Yes,No,No,Yes,80
Friedrichshain-Kreuzberg,Private Room,1,1,18,Yes,Yes,Yes,Yes,25
Pankow,Private Room,2,1,11,Yes,No,Yes,Yes,40
Mitte,Shared Room,3,1,2,Yes,No,Yes,Yes,29
Pankow,Entire Home/Apt,4,2,50,Yes,No,Yes,Yes,60
Mitte,Entire Home/Apt,2,0,5,Yes,No,Yes,Yes,60
Pankow,Private Room,2,1,4,Yes,No,Yes,Yes,49
Mitte,Private Room,3,1,0,Yes,No,Yes,Yes,35
Neukölln,Private Room,2,1,0,Yes,Yes,Yes,Yes,24
Tempelhof - Schöneberg,Private Room,2,1,30,Yes,Yes,Yes,Yes,29
Friedrichshain-Kreuzberg,Entire Home/Apt,3,0,21,Yes,Yes,No,No,75
Mitte,Private Room,2,1,3,Yes,No,Yes,Yes,35
Charlottenburg-Wilm.,Private Room,2,1,5,Yes,Yes,No,Yes,25
Pankow,Entire Home/Apt,2,1,5,Yes,Yes,Yes,Yes,52
Friedrichshain-Kreuzberg,Private Room,2,1,10,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,2,1,19,Yes,Yes,No,No,30
Pankow,Entire Home/Apt,4,2,3,Yes,No,Yes,Yes,63
Neukölln,Private Room,2,1,15,Yes,Yes,Yes,Yes,32
Mitte,Entire Home/Apt,5,2,0,Yes,No,Yes,Yes,53
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,7,No,Yes,No,No,75
Mitte,Private Room,1,1,16,Yes,No,No,No,35
Mitte,Private Room,2,1,1,Yes,Yes,Yes,Yes,17
Charlottenburg-Wilm.,Entire Home/Apt,4,1,53,Yes,No,Yes,Yes,75
Neukölln,Private Room,2,1,27,Yes,Yes,No,Yes,30
Pankow,Entire Home/Apt,2,1,119,Yes,No,No,Yes,65
Mitte,Entire Home/Apt,2,1,6,Yes,Yes,Yes,Yes,49
Friedrichshain-Kreuzberg,Private Room,3,1,20,Yes,No,Yes,Yes,42
Pankow,Entire Home/Apt,4,2,0,Yes,No,Yes,Yes,53
Neukölln,Private Room,2,1,19,Yes,Yes,Yes,Yes,60
Pankow,Entire Home/Apt,4,0,2,Yes,No,Yes,Yes,72
Pankow,Private Room,2,1,12,Yes,Yes,No,Yes,68
Reinickendorf,Entire Home/Apt,2,0,5,Yes,No,Yes,Yes,150
Neukölln,Entire Home/Apt,2,1,24,Yes,Yes,Yes,Yes,60
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,5,Yes,Yes,Yes,Yes,33
Neukölln,Private Room,2,1,4,Yes,Yes,Yes,Yes,22
Neukölln,Private Room,2,0,104,Yes,Yes,Yes,Yes,26
Pankow,Private Room,2,1,31,Yes,Yes,Yes,Yes,36
Neukölln,Private Room,2,1,9,Yes,Yes,Yes,Yes,40
Neukölln,Entire Home/Apt,2,0,113,Yes,Yes,No,Yes,59
Lichtenberg,Private Room,3,1,5,Yes,Yes,Yes,Yes,27
Mitte,Entire Home/Apt,4,2,4,Yes,Yes,No,Yes,100
Neukölln,Entire Home/Apt,2,2,6,No,Yes,No,Yes,45
Tempelhof - Schöneberg,Private Room,2,1,17,Yes,Yes,Yes,Yes,30
Pankow,Private Room,3,1,0,Yes,Yes,Yes,Yes,24
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,40
Mitte,Entire Home/Apt,2,1,33,Yes,No,Yes,Yes,85
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,11,Yes,No,No,Yes,129
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,45
Pankow,Entire Home/Apt,8,4,3,Yes,No,Yes,Yes,77
Reinickendorf,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,26
Neukölln,Private Room,2,1,3,Yes,Yes,No,No,35
Pankow,Private Room,2,1,1,Yes,Yes,Yes,Yes,20
Mitte,Private Room,2,1,0,Yes,Yes,Yes,Yes,75
Charlottenburg-Wilm.,Entire Home/Apt,5,2,40,Yes,No,Yes,Yes,40
Lichtenberg,Entire Home/Apt,4,3,6,Yes,Yes,Yes,Yes,89
Friedrichshain-Kreuzberg,Private Room,1,1,55,Yes,Yes,Yes,Yes,32
Neukölln,Private Room,2,1,0,Yes,Yes,Yes,Yes,25
Neukölln,Private Room,2,1,2,No,Yes,Yes,Yes,20
Neukölln,Entire Home/Apt,4,2,0,Yes,Yes,Yes,Yes,39
Neukölln,Private Room,2,1,17,Yes,No,Yes,Yes,34
Mitte,Private Room,3,1,24,Yes,Yes,Yes,Yes,63
Friedrichshain-Kreuzberg,Private Room,3,1,102,Yes,Yes,Yes,Yes,43
Pankow,Private Room,2,1,1,Yes,Yes,No,Yes,20
Mitte,Entire Home/Apt,6,3,1,Yes,No,Yes,Yes,149
Pankow,Private Room,3,2,3,Yes,Yes,Yes,Yes,85
Spandau,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,27
Friedrichshain-Kreuzberg,Private Room,2,1,26,Yes,No,Yes,Yes,74
Tempelhof - Schöneberg,Private Room,2,1,18,Yes,Yes,No,Yes,35
Charlottenburg-Wilm.,Private Room,3,1,6,Yes,Yes,Yes,Yes,29
Neukölln,Private Room,2,1,24,Yes,Yes,Yes,Yes,49
Mitte,Private Room,2,1,14,Yes,No,Yes,Yes,20
Tempelhof - Schöneberg,Private Room,3,1,61,Yes,Yes,Yes,Yes,49
Friedrichshain-Kreuzberg,Private Room,2,1,15,Yes,Yes,Yes,Yes,25
Mitte,Private Room,4,1,139,Yes,No,Yes,Yes,95
Friedrichshain-Kreuzberg,Private Room,2,1,5,Yes,Yes,Yes,Yes,19
Mitte,Private Room,2,1,3,Yes,No,Yes,Yes,45
Mitte,Private Room,2,1,10,Yes,Yes,Yes,Yes,29
Pankow,Entire Home/Apt,4,2,8,Yes,No,Yes,Yes,124
Lichtenberg,Private Room,2,1,7,Yes,Yes,No,Yes,20
Pankow,Private Room,2,0,8,Yes,Yes,Yes,Yes,28
Charlottenburg-Wilm.,Private Room,3,1,8,Yes,No,Yes,Yes,92
Friedrichshain-Kreuzberg,Entire Home/Apt,5,3,6,Yes,Yes,Yes,Yes,118
Lichtenberg,Entire Home/Apt,2,1,46,Yes,Yes,Yes,Yes,30
Mitte,Private Room,2,1,15,Yes,Yes,No,Yes,48
Mitte,Entire Home/Apt,3,2,0,Yes,Yes,Yes,Yes,37
Tempelhof - Schöneberg,Private Room,2,1,29,Yes,Yes,Yes,Yes,40
Treptow - Köpenick,Entire Home/Apt,2,1,8,Yes,Yes,Yes,Yes,65
Neukölln,Private Room,1,1,14,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,9,Yes,Yes,Yes,Yes,48
Treptow - Köpenick,Private Room,2,1,0,Yes,Yes,Yes,Yes,18
Pankow,Private Room,2,1,59,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Private Room,2,1,28,Yes,Yes,Yes,Yes,75
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,16,Yes,Yes,Yes,Yes,60
Charlottenburg-Wilm.,Entire Home/Apt,5,2,68,Yes,No,No,Yes,99
Friedrichshain-Kreuzberg,Private Room,2,1,15,Yes,No,Yes,Yes,50
Mitte,Private Room,2,1,0,Yes,Yes,Yes,Yes,19
Tempelhof - Schöneberg,Entire Home/Apt,3,2,9,Yes,No,Yes,Yes,33
Mitte,Private Room,2,1,1,Yes,Yes,No,Yes,35
Mitte,Entire Home/Apt,3,1,11,Yes,No,No,Yes,62
Pankow,Entire Home/Apt,3,1,59,Yes,No,No,Yes,42
Pankow,Entire Home/Apt,2,1,50,Yes,No,No,Yes,42
Pankow,Entire Home/Apt,2,1,33,Yes,No,No,Yes,42
Pankow,Entire Home/Apt,3,1,41,No,No,No,Yes,42
Pankow,Entire Home/Apt,4,1,31,Yes,No,No,Yes,42
Pankow,Entire Home/Apt,3,1,38,Yes,No,No,Yes,42
Pankow,Entire Home/Apt,2,1,29,Yes,No,No,Yes,37
Pankow,Entire Home/Apt,2,1,43,Yes,No,No,Yes,42
Pankow,Entire Home/Apt,2,1,60,Yes,No,No,Yes,42
Pankow,Entire Home/Apt,2,1,32,Yes,No,No,Yes,42
Mitte,Entire Home/Apt,3,0,16,Yes,No,No,Yes,63
Neukölln,Entire Home/Apt,4,1,6,Yes,No,Yes,Yes,50
Tempelhof - Schöneberg,Private Room,4,1,5,Yes,Yes,Yes,Yes,30
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,34,Yes,No,Yes,Yes,55
Mitte,Private Room,2,1,25,Yes,Yes,Yes,Yes,35
Neukölln,Private Room,2,1,5,Yes,Yes,Yes,Yes,18
Neukölln,Private Room,2,1,2,Yes,Yes,Yes,Yes,40
Friedrichshain-Kreuzberg,Private Room,1,1,75,Yes,No,Yes,Yes,48
Mitte,Private Room,2,1,18,Yes,No,Yes,Yes,195
Pankow,Private Room,3,1,3,Yes,Yes,Yes,Yes,30
Mitte,Entire Home/Apt,3,3,40,Yes,No,Yes,Yes,265
Pankow,Entire Home/Apt,4,1,0,No,Yes,Yes,Yes,70
Pankow,Private Room,2,1,13,Yes,Yes,Yes,Yes,40
Steglitz - Zehlendorf,Private Room,2,1,0,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,1,1,8,Yes,Yes,Yes,Yes,20
Neukölln,Entire Home/Apt,2,0,0,Yes,Yes,Yes,Yes,49
Friedrichshain-Kreuzberg,Private Room,2,1,3,Yes,Yes,Yes,Yes,20
Steglitz - Zehlendorf,Private Room,2,1,4,Yes,Yes,Yes,Yes,23
Mitte,Entire Home/Apt,5,1,2,No,Yes,No,No,99
Pankow,Entire Home/Apt,6,4,6,Yes,Yes,Yes,Yes,123
Charlottenburg-Wilm.,Private Room,2,1,2,Yes,Yes,Yes,Yes,20
Neukölln,Private Room,2,1,6,Yes,Yes,Yes,Yes,39
Mitte,Private Room,2,1,4,Yes,No,Yes,Yes,18
Pankow,Entire Home/Apt,4,1,43,Yes,No,No,Yes,42
Mitte,Private Room,2,1,2,Yes,Yes,Yes,Yes,40
Neukölln,Entire Home/Apt,2,1,1,Yes,Yes,Yes,Yes,89
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,3,Yes,Yes,Yes,Yes,60
Mitte,Entire Home/Apt,3,1,2,Yes,No,Yes,Yes,55
Friedrichshain-Kreuzberg,Private Room,2,1,9,Yes,No,Yes,Yes,55
Pankow,Private Room,1,1,0,Yes,Yes,No,Yes,15
Neukölln,Private Room,3,1,12,Yes,Yes,Yes,Yes,28
Mitte,Entire Home/Apt,6,2,0,No,No,Yes,Yes,106
Mitte,Private Room,3,1,0,Yes,No,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,60
Mitte,Private Room,2,1,5,Yes,Yes,Yes,Yes,35
Pankow,Private Room,4,2,3,Yes,No,Yes,Yes,95
Marzahn - Hellersdorf,Private Room,4,2,18,Yes,No,Yes,Yes,70
Friedrichshain-Kreuzberg,Private Room,3,1,8,Yes,No,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,6,2,59,Yes,No,Yes,Yes,100
Friedrichshain-Kreuzberg,Private Room,2,1,13,Yes,Yes,Yes,Yes,30
Neukölln,Entire Home/Apt,2,1,105,Yes,Yes,Yes,Yes,63
Lichtenberg,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,75
Mitte,Entire Home/Apt,3,2,64,No,No,Yes,Yes,85
Mitte,Entire Home/Apt,4,2,16,Yes,No,No,Yes,180
Mitte,Private Room,2,1,0,Yes,Yes,Yes,Yes,89
Neukölln,Private Room,2,1,48,Yes,Yes,Yes,Yes,40
Neukölln,Private Room,2,1,8,Yes,Yes,Yes,Yes,30
Neukölln,Entire Home/Apt,1,1,4,Yes,Yes,Yes,Yes,28
Tempelhof - Schöneberg,Private Room,2,1,85,Yes,Yes,No,No,40
Friedrichshain-Kreuzberg,Private Room,2,1,18,Yes,Yes,Yes,Yes,30
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,16,Yes,No,No,Yes,45
Mitte,Private Room,2,1,93,Yes,No,Yes,Yes,17
Mitte,Entire Home/Apt,2,2,0,Yes,No,Yes,Yes,55
Friedrichshain-Kreuzberg,Private Room,2,1,28,Yes,Yes,Yes,Yes,25
Mitte,Private Room,3,2,6,Yes,No,No,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,11,Yes,Yes,Yes,Yes,80
Tempelhof - Schöneberg,Private Room,2,1,21,Yes,Yes,Yes,No,55
Neukölln,Entire Home/Apt,2,0,5,Yes,No,Yes,Yes,65
Treptow - Köpenick,Entire Home/Apt,4,2,3,Yes,Yes,Yes,Yes,38
Friedrichshain-Kreuzberg,Private Room,2,1,7,Yes,Yes,Yes,Yes,40
Friedrichshain-Kreuzberg,Private Room,2,1,27,Yes,No,No,Yes,35
Pankow,Private Room,2,1,3,Yes,Yes,Yes,Yes,29
Steglitz - Zehlendorf,Entire Home/Apt,6,2,9,Yes,No,Yes,Yes,299
Mitte,Private Room,2,1,91,Yes,No,Yes,Yes,79
Spandau,Private Room,2,1,0,Yes,Yes,Yes,Yes,50
Friedrichshain-Kreuzberg,Private Room,1,1,45,Yes,Yes,Yes,Yes,25
Friedrichshain-Kreuzberg,Private Room,2,1,2,Yes,Yes,Yes,Yes,45
Pankow,Private Room,2,1,4,Yes,Yes,Yes,Yes,29
Mitte,Private Room,2,1,3,Yes,Yes,No,Yes,44
Tempelhof - Schöneberg,Private Room,4,1,88,Yes,No,Yes,Yes,30
Neukölln,Private Room,1,1,0,Yes,Yes,Yes,Yes,27
Reinickendorf,Entire Home/Apt,4,2,43,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,29,Yes,Yes,Yes,Yes,60
Pankow,Entire Home/Apt,5,2,8,Yes,No,Yes,Yes,35
Lichtenberg,Private Room,2,1,0,Yes,No,Yes,Yes,18
Tempelhof - Schöneberg,Entire Home/Apt,2,0,10,Yes,No,Yes,Yes,60
Steglitz - Zehlendorf,Entire Home/Apt,5,3,2,Yes,No,Yes,Yes,120
Pankow,Private Room,2,1,29,Yes,Yes,Yes,Yes,50
Neukölln,Entire Home/Apt,2,1,6,Yes,No,Yes,Yes,45
Mitte,Private Room,2,1,1,Yes,No,Yes,Yes,23
Neukölln,Private Room,2,1,0,Yes,Yes,Yes,Yes,14
Neukölln,Entire Home/Apt,4,2,7,Yes,Yes,Yes,Yes,80
Friedrichshain-Kreuzberg,Private Room,1,1,6,Yes,Yes,Yes,Yes,17
Neukölln,Private Room,3,1,18,Yes,No,Yes,Yes,23
Mitte,Entire Home/Apt,3,1,54,Yes,No,Yes,Yes,100
Charlottenburg-Wilm.,Entire Home/Apt,3,1,27,Yes,No,Yes,Yes,125
Neukölln,Private Room,2,1,17,Yes,Yes,Yes,Yes,25
Pankow,Entire Home/Apt,4,1,30,Yes,No,Yes,Yes,63
Pankow,Entire Home/Apt,4,1,36,Yes,No,Yes,Yes,63
Pankow,Entire Home/Apt,4,1,46,Yes,No,Yes,Yes,63
Pankow,Entire Home/Apt,6,2,51,Yes,No,Yes,Yes,85
Neukölln,Private Room,2,1,2,Yes,Yes,Yes,Yes,19
Mitte,Private Room,2,1,17,Yes,No,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,6,3,3,Yes,Yes,Yes,Yes,80
Treptow - Köpenick,Private Room,1,1,36,Yes,No,Yes,No,33
Mitte,Private Room,2,1,3,Yes,Yes,Yes,Yes,25
Pankow,Entire Home/Apt,2,1,11,Yes,No,No,Yes,65
Pankow,Entire Home/Apt,2,1,5,Yes,Yes,Yes,Yes,49
Pankow,Private Room,1,1,6,Yes,Yes,Yes,Yes,18
Mitte,Private Room,2,1,34,Yes,No,No,No,50
Mitte,Entire Home/Apt,2,1,50,Yes,Yes,No,Yes,99
Charlottenburg-Wilm.,Private Room,4,1,30,Yes,Yes,Yes,Yes,25
Neukölln,Entire Home/Apt,3,1,3,Yes,Yes,Yes,Yes,36
Pankow,Entire Home/Apt,5,0,38,Yes,No,Yes,Yes,75
Neukölln,Private Room,2,1,10,Yes,Yes,Yes,Yes,30
Neukölln,Private Room,2,1,31,Yes,Yes,Yes,Yes,21
Friedrichshain-Kreuzberg,Private Room,2,1,4,Yes,No,Yes,Yes,25
Pankow,Private Room,1,1,111,Yes,Yes,Yes,Yes,26
Pankow,Entire Home/Apt,2,1,4,Yes,No,Yes,Yes,44
Mitte,Entire Home/Apt,3,2,3,Yes,Yes,Yes,Yes,80
Charlottenburg-Wilm.,Private Room,2,1,74,Yes,Yes,No,Yes,35
Charlottenburg-Wilm.,Entire Home/Apt,4,1,109,Yes,No,Yes,Yes,60
Mitte,Shared Room,1,1,4,Yes,No,Yes,Yes,33
Charlottenburg-Wilm.,Private Room,2,1,56,Yes,Yes,No,Yes,37
Mitte,Private Room,1,1,7,Yes,Yes,Yes,Yes,21
Pankow,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,50
Mitte,Entire Home/Apt,4,1,41,Yes,No,Yes,Yes,95
Mitte,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,80
Friedrichshain-Kreuzberg,Private Room,2,1,5,Yes,Yes,Yes,Yes,23
Neukölln,Private Room,2,1,24,Yes,Yes,Yes,Yes,38
Friedrichshain-Kreuzberg,Private Room,2,1,21,Yes,No,Yes,Yes,35
Tempelhof - Schöneberg,Private Room,2,1,78,Yes,No,Yes,No,32
Pankow,Entire Home/Apt,4,0,47,Yes,No,Yes,Yes,104
Tempelhof - Schöneberg,Private Room,2,1,1,Yes,Yes,Yes,Yes,65
Mitte,Entire Home/Apt,6,2,90,Yes,No,Yes,Yes,255
Neukölln,Entire Home/Apt,2,1,25,Yes,Yes,Yes,Yes,50
Friedrichshain-Kreuzberg,Private Room,2,1,8,Yes,Yes,Yes,Yes,30
Pankow,Private Room,2,1,152,Yes,No,Yes,Yes,65
Friedrichshain-Kreuzberg,Shared Room,2,1,38,Yes,Yes,Yes,Yes,65
Marzahn - Hellersdorf,Entire Home/Apt,8,4,49,Yes,No,Yes,Yes,140
Steglitz - Zehlendorf,Private Room,1,1,11,Yes,No,Yes,No,38
Mitte,Entire Home/Apt,6,2,4,Yes,Yes,Yes,Yes,69
Charlottenburg-Wilm.,Shared Room,8,1,16,Yes,Yes,Yes,Yes,40
Mitte,Entire Home/Apt,3,1,0,No,No,Yes,Yes,85
Reinickendorf,Private Room,3,1,46,Yes,No,Yes,Yes,39
Mitte,Private Room,1,1,28,Yes,Yes,Yes,Yes,49
Neukölln,Private Room,2,1,12,Yes,No,Yes,Yes,37
Mitte,Entire Home/Apt,6,2,4,Yes,Yes,No,Yes,80
Pankow,Entire Home/Apt,2,1,2,Yes,No,Yes,Yes,37
Steglitz - Zehlendorf,Entire Home/Apt,2,1,9,Yes,No,No,Yes,25
Mitte,Private Room,2,1,4,Yes,Yes,Yes,Yes,49
Mitte,Entire Home/Apt,2,1,31,Yes,Yes,Yes,No,58
Mitte,Entire Home/Apt,10,3,10,Yes,No,Yes,Yes,180
Friedrichshain-Kreuzberg,Entire Home/Apt,6,3,16,Yes,Yes,Yes,Yes,98
Neukölln,Entire Home/Apt,4,2,6,Yes,No,Yes,Yes,60
Marzahn - Hellersdorf,Entire Home/Apt,2,1,45,Yes,No,No,Yes,50
Pankow,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,65
Tempelhof - Schöneberg,Entire Home/Apt,6,1,46,Yes,No,Yes,Yes,52
Tempelhof - Schöneberg,Entire Home/Apt,6,2,53,Yes,No,Yes,Yes,52
Tempelhof - Schöneberg,Entire Home/Apt,4,2,26,Yes,No,No,Yes,52
Friedrichshain-Kreuzberg,Private Room,2,1,14,Yes,No,Yes,Yes,30
Neukölln,Private Room,3,1,8,Yes,Yes,Yes,Yes,95
Mitte,Private Room,3,1,43,Yes,Yes,Yes,Yes,26
Pankow,Private Room,2,1,3,Yes,No,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,2,1,1,Yes,Yes,No,Yes,28
Friedrichshain-Kreuzberg,Private Room,1,1,2,Yes,Yes,Yes,Yes,18
Charlottenburg-Wilm.,Private Room,2,1,24,Yes,No,Yes,Yes,45
Lichtenberg,Private Room,4,1,6,Yes,No,Yes,Yes,25
Mitte,Entire Home/Apt,5,1,5,Yes,No,Yes,Yes,95
Friedrichshain-Kreuzberg,Private Room,4,1,3,Yes,Yes,Yes,Yes,45
Mitte,Entire Home/Apt,8,3,44,Yes,No,No,Yes,52
Mitte,Entire Home/Apt,5,1,34,Yes,No,Yes,Yes,52
Mitte,Entire Home/Apt,6,2,37,Yes,No,Yes,Yes,63
Friedrichshain-Kreuzberg,Private Room,2,1,10,Yes,Yes,Yes,Yes,35
Neukölln,Entire Home/Apt,2,0,5,Yes,Yes,Yes,Yes,32
Friedrichshain-Kreuzberg,Private Room,1,1,0,Yes,Yes,Yes,Yes,18
Pankow,Private Room,2,1,28,Yes,Yes,Yes,Yes,32
Tempelhof - Schöneberg,Entire Home/Apt,4,2,3,Yes,Yes,No,Yes,110
Friedrichshain-Kreuzberg,Entire Home/Apt,6,2,91,Yes,No,No,Yes,222
Mitte,Private Room,2,1,4,Yes,Yes,Yes,Yes,42
Steglitz - Zehlendorf,Entire Home/Apt,4,0,27,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,3,Yes,Yes,Yes,Yes,80
Neukölln,Entire Home/Apt,3,1,5,No,Yes,No,Yes,45
Friedrichshain-Kreuzberg,Private Room,6,3,3,Yes,Yes,Yes,Yes,150
Friedrichshain-Kreuzberg,Private Room,2,1,11,Yes,No,Yes,Yes,50
Pankow,Private Room,2,1,5,Yes,Yes,Yes,Yes,25
Tempelhof - Schöneberg,Entire Home/Apt,8,3,51,Yes,No,Yes,Yes,85
Treptow - Köpenick,Private Room,2,1,16,Yes,Yes,Yes,Yes,30
Neukölln,Private Room,1,1,4,Yes,Yes,Yes,Yes,30
Marzahn - Hellersdorf,Private Room,2,1,96,Yes,No,No,Yes,40
Mitte,Entire Home/Apt,2,1,7,Yes,No,Yes,Yes,50
Pankow,Private Room,2,1,31,Yes,No,Yes,Yes,65
Mitte,Private Room,2,1,0,Yes,Yes,Yes,Yes,25
Neukölln,Entire Home/Apt,3,1,33,Yes,No,Yes,Yes,70
Neukölln,Entire Home/Apt,2,1,0,Yes,No,No,Yes,42
Pankow,Entire Home/Apt,5,3,74,Yes,No,Yes,Yes,225
Pankow,Entire Home/Apt,2,1,38,Yes,No,No,Yes,48
Friedrichshain-Kreuzberg,Private Room,2,1,3,Yes,Yes,Yes,Yes,22
Treptow - Köpenick,Entire Home/Apt,10,3,49,Yes,No,Yes,Yes,63
Friedrichshain-Kreuzberg,Entire Home/Apt,2,0,22,Yes,Yes,Yes,Yes,100
Tempelhof - Schöneberg,Entire Home/Apt,2,1,1,Yes,Yes,Yes,Yes,40
Treptow - Köpenick,Private Room,2,1,0,Yes,Yes,Yes,No,60
Mitte,Entire Home/Apt,7,2,36,Yes,No,Yes,Yes,269
Pankow,Private Room,1,1,1,Yes,Yes,Yes,Yes,20
